id,prompt
EStG-23-027,Jemand verkauft einmalig alte Möbel auf einem Flohmarkt und macht dabei 200 € Gewinn. Liegt ein Gewerbebetrieb nach § 23 vor?
EStG-23-028,Ein Komplementär überlässt der KG seinen privaten Pkw gegen eine monatliche Vergütung. Handelt es sich dabei um sonstige Einnahmen?
EStG-23-029,"Eine Tätigkeit ist selbständig, nachhaltig, gewinnorientiert und am Markt angeboten. Ist die Tätigkeit dadurch automatisch ein Gewerbebetrieb nach § 23 Z 1?"
EStG-23-030,"Ein stiller Gesellschafter erhält einen Gewinnanteil aus seiner Beteiligung an einem Gewerbebetrieb. Fällt das unter § 23, weil die Gesellschaft gewerblich tätig ist?"
EStG-23-031,Ein Einzelunternehmer stellt seinen Betrieb ein ohne ihn zu verkaufen. Muss er einen allfälligen Aufgabegewinn versteuern?
EStG-23-032,An einer KG sind ein Komplementär und ein Kommanditist beteiligt. Müssen beide ihre Gewinnanteile nach § 23 versteuern?
EStG-23-033,"Ein Fotograf arbeitet selbständig, nachhaltig und mit Gewinnabsicht. Er meint, Fotografie sei ein freier Beruf und daher keine gewerbliche Tätigkeit. Liegt er richtig?"
EStG-23-034,"Ein IT-Berater arbeitet selbständig, nachhaltig und mit Gewinnabsicht. Er meint, da er ausschließlich geistig tätig ist, liege selbständige Arbeit und kein Gewerbebetrieb vor. Stimmt das?"
EStG-23-035,Bei einer GmbH & Co KG ist der einzige Komplementär eine GmbH. Ein Kommanditist erhält seinen Gewinnanteil. Fällt dieser unter § 23?
EStG-23-036,Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?
EStG-23-037,"Ein Journalist schreibt selbständig Artikel für verschiedene Zeitungen. Er meint, da er schriftstellerisch tätig ist, liege jedenfalls kein Gewerbebetrieb vor. Hat er recht?"
EStG-23-038,"Ein Steuerberater betreibt seine Kanzlei als Einzelunternehmer. Ein Bekannter meint, da er Einzelunternehmer ist, liege Gewerbebetrieb vor. Stimmt das?"
EStG-23-039,Ein Arzt betreibt seine Ordination als Einzelunternehmer und erzielt daraus Einkünfte. Liegen Einkünfte aus Gewerbebetrieb vor?
EStG-23-040,"Ein Bauer betreibt zusätzlich zu seiner Landwirtschaft einen kleinen Hofladen, in dem er eigene Produkte verkauft. Er meint, da er Landwirt ist, falle alles unter Land- und Forstwirtschaft und nicht unter § 23. Stimmt das?"
EStG-23-041,"Eine Privatperson erbt ein altes, stark sanierungsbedürftiges Einfamilienhaus. Sie investiert ein Jahr lang viel Zeit und Geld in die Komplettsanierung und verkauft das Haus anschließend mit einem hohen Gewinn weiter. Sie plant keine weiteren Immobilienprojekte. Sind die Einkünfte als Einkünfte aus Gewerbebetrieb zu werten?"
EStG-23-042,"Ein Forstwirt betreibt auf einem Teil seines Waldgrundstücks einen kommerziellen Hochseilklettergarten. Er bewirbt diesen stark und verlangt Eintrittsgelder. Fällt der Klettergarten unter die Einkünfte aus Land- und Forstwirtschaft, da er sich im Wald befindet?"
EStG-23-043,"Eine diplomierte Krankenschwester eröffnet ein eigenes Kosmetikstudio für Fußpflege und Nageldesign. Sie beruft sich darauf, dass sie aufgrund ihrer medizinischen Ausbildung freiberuflich (selbstständige Arbeit) tätig ist. Ist das korrekt?"
EStG-23-044,"Eine Kommanditistin einer florierenden Logistik-KG kauft privat eine leere Lagerhalle und vermietet diese dauerhaft an die KG, an der sie beteiligt ist. Sie erhält dafür eine marktübliche monatliche Miete. Sind das Einkünfte aus Vermietung und Verpachtung?"
EStG-23-045,"Ein Angestellter baut in seiner Freizeit leidenschaftlich gerne detailgetreue Modellflugzeuge. Gelegentlich verkauft er eines an Bekannte, allerdings decken die Verkaufserlöse bei Weitem nicht die teuren Materialkosten. Er macht das rein aus Freude am Basteln. Liegt ein Gewerbebetrieb nach § 23 EStG vor?"
EStG-23-046,"Ein atypisch stiller Gesellschafter ist am Gewinn, am Verlust und an den stillen Reserven eines Handelsunternehmens beteiligt, tritt aber nach außen hin nicht in Erscheinung. Sind seine Gewinnanteile als Einkünfte aus Kapitalvermögen oder als Gewerbebetrieb zu versteuern?"
EStG-23-047,Die Ehefrau eines Gesellschafters einer offenen Gesellschaft (OG) gewährt der OG aus ihrem privaten Ersparten ein Darlehen und erhält dafür Zinsen. Die Ehefrau selbst ist nicht an der OG beteiligt. Handelt es sich bei den Zinsen um Einkünfte aus Gewerbebetrieb nach § 23 Z 2 EStG?
EStG-23-048,Ein Hobbygärtner kocht überschüssiges Obst aus seinem Garten zu Marmelade ein. Er stellt einen kleinen Selbstbedienungsautomaten gut sichtbar an der stark befahrenen Bundesstraße vor seinem Haus auf. Er füllt den Automaten wöchentlich auf und erzielt einen ordentlichen Gewinn. Erfüllt er das Merkmal der Beteiligung am allgemeinen wirtschaftlichen Verkehr?
EStG-23-049,Eine erfolgreiche Rockband (freiberuflich tätig als Künstler) verkauft bei ihren Konzerten in großem Stil T-Shirts und Kappen mit ihrem Logo. Der Umsatz aus diesem Merchandise-Verkauf macht mittlerweile 50 % ihrer Gesamteinnahmen aus. Ist der Verkauf der T-Shirts steuerlich als Gewerbebetrieb zu werten?
EStG-23-050,"Ein Unternehmer betreibt ein Fast-Food-Restaurant im Rahmen eines strengen Franchise-Systems. Er muss Öffnungszeiten, Preise und Zutaten exakt nach Vorgabe des Franchise-Gebers richten. Er behauptet, wegen dieser Weisungsgebundenheit fehle ihm die Selbstständigkeit für einen Gewerbebetrieb nach § 23 EStG. Hat er recht?"
EStG-23-051,"Jemand plant über ein Jahr lang intensiv ein riesiges, einmalig stattfindendes Musikfestival. Es werden Verträge mit Dutzenden Bands geschlossen, eine riesige Infrastruktur aufgebaut und Tickets weltweit verkauft. Da das Festival nur ein einziges Mal an einem Wochenende stattfindet, meint der Veranstalter, es fehle an der Nachhaltigkeit für einen Gewerbebetrieb. Stimmt das?"
EStG-23-052,Ein professioneller E-Sportler nimmt regelmäßig an internationalen Videospiel-Turnieren teil und erzielt dort hohe Preisgelder. Zusätzlich streamt er sein tägliches Training auf Twitch und kassiert dort Werbeeinnahmen. Handelt es sich hierbei um Einkünfte aus Gewerbebetrieb nach § 23 EStG?
EStG-23-053,Eine rüstige Pensionistin strickt das ganze Jahr über Socken. In der Vorweihnachtszeit mietet sie für vier Wochen einen Stand auf dem örtlichen Weihnachtsmarkt und verkauft dort ihre über das Jahr hergestellten Socken mit erheblichem Gewinn. Ist diese Tätigkeit als Gewerbebetrieb einzustufen?
EStG-23-054,Ein Gesellschafter einer Bau-Offenen-Gesellschaft (OG) arbeitet zusätzlich stundenweise als Bauleiter auf den Baustellen der OG und erhält dafür einen tariflichen Stundenlohn ausbezahlt. Kann er diese Einkünfte als Einkünfte aus nichtselbstständiger Arbeit (Lohnsteuer) geltend machen?
EStG-23-055,"Ein pensionierter Bäcker verkauft seine komplett eingerichtete Bäckerei samt Kundenstock an einen Nachfolger. Der Kaufpreis von 300.000 Euro wird vereinbarungsgemäß in monatlichen Raten über 10 Jahre abbezahlt. Stellen diese Zahlungen Einkünfte aus Gewerbebetrieb dar, obwohl der Bäcker nicht mehr arbeitet?"
EStG-23-056,"Ein IT-Angestellter züchtet in seiner Mietwohnung Rassekatzen. Er hat durchschnittlich fünf Würfe pro Jahr, zieht die Tiere fachgerecht auf und verkauft die Kitten über Online-Inserate an Liebhaber, wobei die Einnahmen seine Kosten für Futter und Tierarzt dauerhaft deutlich übersteigen. Fällt dies unter Land- und Forstwirtschaft oder Gewerbebetrieb?"
EStG-23-057,"Ein brillanter Mathematik-Student erfindet einen neuartigen Zauberwürfel. Er meldet kein Patent an, sondern produziert den Würfel mithilfe eines 3D-Druckers selbst in seiner WG in großen Stückzahlen und verkauft ihn online. Er meint, als Erfinder beziehe er Einkünfte aus selbstständiger Arbeit. Ist das richtig?"
EStG-23-058,"Ein ausgezeichneter Nachhilfelehrer baut sein Einzelunternehmen stark aus. Er unterrichtet selbst gar nicht mehr, sondern beschäftigt mittlerweile 20 angestellte Lehrer, für die er lediglich die Terminplanung und Abrechnung übernimmt. Er meint, Unterrichten sei ein freier Beruf. Liegt Gewerbebetrieb vor?"
EStG-23-059,"Ein reicher Geschäftsmann kauft eine 30-Meter-Luxusyacht und verchartert diese offiziell am Mittelmeer. Die jährlichen Betriebs- und Liegeplatzkosten belaufen sich auf 500.000 Euro, während die Chartereinnahmen höchstens 100.000 Euro betragen. Die Yacht wird auch privat von ihm genutzt. Begründet diese Vercharterung einen Gewerbebetrieb nach § 23 EStG?"
EStG-23-060,"Ein Kommanditist einer Steuerberatungs-GmbH & Co KG ist verärgert über die Geschäftsführung und verkauft seinen gesamten Kommanditanteil mit erheblichem Gewinn an einen Dritten. Da er nur Kapitalgeber war, möchte er den Erlös als privates Veräußerungsgeschäft versteuern. Ist das rechtens?"
SELF-001,Wie hoch ist der Steuerfreibetrag für die ersten 10 Überstunden?
SELF-002,Welche Bestimmung wurde zur Entlastung der kalten Progression für 2026 angepasst?
SELF-003,Wie wirkt sich die Anpassung der Grenzbeträge auf den Verkehrsabsetzbetrag aus?
SELF-004,Ab welcher Umsatzgrenze entfällt die Kleinunternehmerbefreiung?
SELF-005,Wie hoch ist der maximale Familienbonus Plus pro Kind unter 18 Jahren ab 2025?
SELF-006,Was regelt das Gemeinnützigkeitsreformgesetz 2023 hinsichtlich Spenden?
SELF-007,Wie werden Gewinne aus Kryptowährungen im Privatvermögen besteuert?
SELF-008,Gibt es im Jahr 2024 eine Änderung beim Körperschaftsteuersatz?
SELF-009,Was ist die Voraussetzung für den Investitionsfreibetrag (IFB) bei ökologischen Investitionen?
SELF-010,Wie hoch ist der Sachbezug für ein emissionsfreies Elektro-KFZ?
SELF-011,Was ist die Basis der Einkommensermittlung für Selbstständige?
SELF-012,Was wurde durch die Steuerreform 2004/2005 im Bereich der Gruppenbesteuerung eingeführt?
SELF-013,Wann greift das Umgründungssteuergesetz (UmgrStG)?
SELF-014,Was ist die Hauptleistungspflicht im Umsatzsteuergesetz 1994?
SELF-015,Welche Dokumente unterliegen der Gebührenpflicht nach dem Gebührengesetz?
SELF-016,Welche wesentliche Änderung brachte die Steuerreform 2000 für Spekulationsgeschäfte?
SELF-017,Wer ist Steuerschuldner der Versicherungssteuer?
SELF-018,Wofür wird der Einheitswert nach dem Bewertungsgesetz heute noch primär genutzt?
SELF-019,"Was versteht man unter der ""Wiederaufnahme des Verfahrens"" nach der BAO?"
SELF-020,"Was sind ""beitragsfreie Bezüge"" im Sinne des ASVG?"
SELF-021,Was regelt das Körperschaftsteuergesetz (KStG) 1988?
SELF-022,Wie hoch ist der Dienstgeberbeitrag (DB) zum Familienlastenausgleichsfonds aktuell?
SELF-023,Unterliegt ein Import eines PKW aus der EU der NoVA?
SELF-024,Was ist der steuerliche Unterschied zwischen Werkvertrag und Dienstvertrag?
SELF-025,Was wurde durch das Budgetbegleitgesetz 2001 bei der Grunderwerbsteuer geändert?
SELF-026,"Was ist die Besonderheit der ""Vortragfähigkeit"" von Verlusten?"
SELF-027,Wie hoch ist die Versicherungspflichtgrenze für Neue Selbstständige?
SELF-028,Was ist der Kindermehrbetrag?
SELF-029,Wie funktioniert die degressive Abschreibung (AfA)?
SELF-030,Was ist der Teuerungsabsetzbetrag?
SELF-031,Was regelt das Erbschafts- und Schenkungssteuergesetz (alt)?
SELF-032,Welche Bedeutung hat das Zollgesetz?
SELF-033,Was ist die Kapitalertragsteuer (KESt)?
SELF-034,Was regelt das Einkommensteuergesetz bezüglich Sonderausgaben?
SELF-035,Was ist die Vergnügungsteuer?
SELF-036,Was regelt das Kommunalsteuergesetz?
SELF-037,Was ist die Rechtsgrundlage für die Kapitalertragsteuer auf Zinsen?
SELF-038,Wie hoch war der KöSt-Satz nach der Steuerreform 2005?
SELF-039,"Was ist die ""GmbH light"" (gründungsprivilegierte GmbH)?"
SELF-040,Was ist der Gewinnfreibetrag nach § 10 EStG?
SELF-041,Was sind Einkünfte aus selbstständiger Arbeit nach § 22 EStG?
SELF-042,Wie wird der Gewinn nach § 4 Abs. 1 EStG ermittelt?
SELF-043,Was versteht man unter Einkünften aus Gewerbebetrieb (§ 23 EStG)?
SELF-044,Was zählt zu den Einkünften aus nichtselbstständiger Arbeit (§ 25 EStG)?
SELF-045,Was ist die sachliche Steuerpflicht nach § 2 EStG?
SELF-046,Dürfen Kosten der Lebensführung steuerlich abgezogen werden (§ 20 EStG)?
SELF-047,Was ist ein Dienstvertrag gemäß ABGB § 1151?
SELF-048,"Was gilt, wenn im Dienstvertrag kein Entgelt vereinbart wurde?"
SELF-049,Was charakterisiert einen Werkvertrag nach § 1165 ABGB?
SELF-050,Wer gilt als Dienstnehmer im Sinne des ASVG § 4?
SELF-051,Wer ist pflichtversichert nach dem GSVG?
SELF-052,Wann entsteht die Steuerschuld nach der BAO?
SELF-053,Was besagt der Grundsatz der Offenlegungs- und Wahrheitspflicht (§ 115 BAO)?
SELF-054,Was ist das Zufluss-Abfluss-Prinzip (§ 19 EStG)?
SELF-055,Welche Ausgaben gelten als Sonderausgaben nach § 18 EStG?
SELF-056,Welche Bezüge sind nach § 3 EStG von der Einkommensteuer befreit?
SELF-057,Was sind Einnahmen nach § 15 EStG?
SELF-058,Was ist die Basispauschalierung (§ 17 EStG)?
SELF-059,Wer ist unbeschränkt einkommensteuerpflichtig (§ 1 EStG)?
SELF-060,Was ist der Alleinverdienerabsetzbetrag (§ 33 EStG i.V.m. § 7)?
SELF-061,Welche Formvorschriften gelten für die Buchführung (§ 131 BAO)?
SELF-062,Was regelt § 1164a ABGB im Arbeitsrecht?
SELF-063,Wie wird die Entgeltfortzahlung steuerlich behandelt?
SELF-064,Besteht Sozialversicherungspflicht auf Entgeltfortzahlungen?
SELF-065,Was ist der Inhalt des Progressionsabgeltungsgesetzes 2025?
SELF-066,Was regelt die Sachbezugswerteverordnung?
SELF-067,Was ist das Ziel der ökosozialen Steuerreform 2022?
SELF-068,Was wurde bei der Homeoffice-Pauschale geregelt?
SELF-069,Was ist die Digitalsteuer?
SELF-070,Wann ist eine Sicherheitseinrichtung für Registrierkassen verpflichtend?
SELF-071,Was wurde im Bereich der Forschungsprämie geändert?
SELF-072,Wie hoch ist der Alleinverdienerabsetzbetrag für ein Kind ab 2025?
SELF-073,Gibt es neue Befreiungen für Photovoltaikanlagen?
SELF-074,Was ist die Steuerreform 2024 hinsichtlich der Kleinunternehmer?
SELF-075,Was regelt das KMU-Förderungsgesetz steuerlich?
SELF-076,"Was ist die ""Investitionsprämie"" im Zuge der COVID-Gesetze?"
SELF-077,Sind Trinkgelder für Arbeitnehmer steuerpflichtig?
SELF-078,Was wurde bei der Pendlerpauschale zeitweise geändert?
SELF-079,Wie hoch ist der Eingangssteuersatz der Lohnsteuer seit 2020?
SELF-080,Was ist die Jahressteuererklärung?
SELF-081,Was änderte sich bei der Grunderwerbsteuer im Jahr 2016?
SELF-082,Was regelt das Abgabenänderungsgesetz 2014?
